Account Name,Type,18 Digit ID,Account ID,LE ID,Artist Name (pka or dba),Company Name,Legal Name,Primary Contact First Name,Primary Contact Last Name
LUM!X,Artist,0011I00000UT6THQA1,0011I00000UT6TH,147344,LUM!X,,,,
MC Keron,Artist,0011I00000UTIQhQAP,0011I00000UTIQh,,MC Keron,,,,
Artmind.,Artist,0011I00000UTJhrQAH,0011I00000UTJhr,139767,Artmind.,,,,
Phé [Phe],Artist,0011I00000UTJj9QAH,0011I00000UTJj9,90533,Phé [Phe],,,,
Phé,Artist,0011I00000UTJmAQAX,0011I00000UTJmA,,Phé,,,,
T-Wayne,Artist,0011I00000UTTe9QAH,0011I00000UTTe9,113559,T-Wayne,,,,
Bump J,Artist,0011I00000UTay4QAD,0011I00000UTay4,,Bump J,,,,
Cheecho,Artist,0011I00000UTrg5QAD,0011I00000UTrg5,156275,Cheecho,,,,
Murdah Baby,Artist,0011I00000UTt3RQAT,0011I00000UTt3R,133740,Murdah Baby,,,,
Yung Mojo,Artist,0011I00000UTuZ0QAL,0011I00000UTuZ0,155952,Yung Mojo,,,,
5 Finger Posse,Artist,0011I00000UTubbQAD,0011I00000UTubb,155360,5 Finger Posse,,,,
VASSY,Artist,0011I00000UTz9MQAT,0011I00000UTz9M,157721,VASSY,,,,
Trap Des,Artist,0011I00000UU22qQAD,0011I00000UU22q,155938,Trap Des,,,,
Drakeo the Ruler,Artist,0011I00000UU6KzQAL,0011I00000UU6Kz,155926,Drakeo the Ruler,,,,
Stache Records LLC f/s/o Jimmy Duval,Artist,0011I00000UU8O3QAL,0011I00000UU8O3,133790,Stache Records LLC f/s/o Jimmy Duval,,,,
The Spacies,Artist,0011I00000UUVeYQAX,0011I00000UUVeY,157247,The Spacies,,,,
Joe Marley,Artist,0011I00000UUVfMQAX,0011I00000UUVfM,158213,Joe Marley,,,,
Cameron Dallas,Artist,0011I00000UUdw4QAD,0011I00000UUdw4,,Cameron Dallas,,,Cameron,Dallas
Ryan Enzed,Artist,0011I00000UUgHIQA1,0011I00000UUgHI,90537,Ryan Enzed,,,,
Prince Eazy,Artist,0011I00000UUrNQQA1,0011I00000UUrNQ,157654,Prince Eazy,,,,
Fantasy Camp,Artist,0011I00000UUrSAQA1,0011I00000UUrSA,156512,Fantasy Camp,,,,
Young Millennium Records,Record Label,0011I00000UUrhoQAD,0011I00000UUrho,155956,,,,,
Santana Ali,Artist,0011I00000UUx1rQAD,0011I00000UUx1r,153550,Santana Ali,,,,
Kyle Massey,Artist,0011I00000UVPs4QAH,0011I00000UVPs4,80121,Kyle Massey,,Kyle Massey,KYLE,MASSEY
Ghxst,Artist,0011I00000UVQbXQAX,0011I00000UVQbX,160101,Ghxst,,,,
Whereis22,Artist,0011I00000UVRnCQAX,0011I00000UVRnC,,Whereis22,,,,
Juicy J,Artist,0011I00000UWTxxQAH,0011I00000UWTxx,173061,Juicy J,Taylor Gang,,,
YNW Juvy,Artist,0011I00000UWaD4QAL,0011I00000UWaD4,156574,YNW Juvy,,,,
YNW Peso,Artist,0011I00000UWaEYQA1,0011I00000UWaEY,156579,YNW Peso,,,,
YNW SakChaser,Artist,0011I00000UWaIyQAL,0011I00000UWaIy,156760,YNW Sackchaser,,,,
Chulo,Artist,0011I00000VPlRGQA1,0011I00000VPlRG,,Chulo,,,,
Khidr Hasan,Artist,0011I00000VPlRmQAL,0011I00000VPlRm,,Khidr Hasan,,,,
Tay-K,Artist,0011I00000VPvYdQAL,0011I00000VPvYd,124593,Tay-K,,Tay-K ASCAP,,
Chanel West Coast,Artist,0011I00000VPvsjQAD,0011I00000VPvsj,157752,Chanel West Coast,,,,
Prod. By Chulo,Artist,0011I00000VPyqaQAD,0011I00000VPyqa,,Prod. By Chulo,,Khidr Hasan,,
Scarface,Artist,0011I00000VPyqwQAD,0011I00000VPyqw,,Scarface,,,,
Tune Pays,Record Label,0011I00000VPytdQAD,0011I00000VPytd,159515,Tune Pays,Tune Pays,Payam Shams,,
BlaqNMild,Artist,0011I00000VQsxiQAD,0011I00000VQsxi,,BlaqNMild,,,,
Fox Wedding,Artist,0011I00000VQveaQAD,0011I00000VQvea,168957,Fox Wedding,,Joseph Raphael Cavallo,,
RichyRob,Artist,0011I00000VQwthQAD,0011I00000VQwth,159206,RichyRob,,,,
Sebastian Moy,Artist,0011I00000VRDiIQAX,0011I00000VRDiI,157229,Sebastian Moy,,,,
Oliver Moy,Artist,0011I00000VRDjkQAH,0011I00000VRDjk,157228,Oliver Moy,,,,
Kid Jupiter,Artist,0011I00000VSYTYQA5,0011I00000VSYTY,269251,Kid Jupiter,,,,
Crown Digital Media,Artist,0011I00000VSYV7QAP,0011I00000VSYV7,304439,Crown Digital Media,,,,
Fizzle,Artist,0011I00000VSdFHQA1,0011I00000VSdFH,164258,Fizzle,,Josh Goldenberg,,
Tate McRae,Artist,0011I00000VSrVOQA1,0011I00000VSrVO,152698,Tate McRae,,,,
High Klassified,Artist,0011I00000VSrZ0QAL,0011I00000VSrZ0,156718,High Klassified,,,,
Crankdat,Record Label,0011I00000VT0H9QAL,0011I00000VT0H9,198332,Crankdat,Crankdat Music LLC,Christian Smith,,
Mr. Carmack,Artist,0011I00000VT0MfQAL,0011I00000VT0Mf,158496,Mr. Carmack,,,,
Noname,Artist,0011I00000VT0tWQAT,0011I00000VT0tW,,Noname,,,,
Uffie,Artist,0011I00000VT0wDQAT,0011I00000VT0wD,240061,Uffie,,,,
Jesse Underhill,Artist,0011I00000VT29wQAD,0011I00000VT29w,313495,Jesse Underhill,,,,
Sonam Tandin Wang,Record Label,0011I00000VT5WcQAL,0011I00000VT5Wc,157622,Summer Soul,,Sonam Tandin Wang,,
Fa$t Life,Artist,0011I00000YFuLPQA1,0011I00000YFuLP,,Fa$t Life,,,,
SpazzGoku,Artist,0011I00000YFuhcQAD,0011I00000YFuhc,,SpazzGoku,,,,
Curly Savv,Record Label,0011I00000YFyfCQAT,0011I00000YFyfC,314080,Curly Savv,Curly Savv LLC,David Simpson,David,Simpson
Riz La Vie,Artist,0011I00000YGJBmQAP,0011I00000YGJBm,158216,Riz La Vie,,,,
CNG,Artist,0011I00000YGJvkQAH,0011I00000YGJvk,157841,CNG,,,,
TNT,Artist,0011I00000YGS6WQAX,0011I00000YGS6W,161291,TNT,,,,
Yung Tago,Artist,0011I00000YGS9NQAX,0011I00000YGS9N,179673,Yung Tago,,,,
Skinbone,Artist,0011I00000YGSLvQAP,0011I00000YGSLv,158800,Skinbone,,,,
D Savage,Artist,0011I00000YGU3bQAH,0011I00000YGU3b,,D Savage,,,,
FranchiseOnTheBeat,Artist,0011I00000YGUKlQAP,0011I00000YGUKl,,FranchiseOnTheBeat,,,,
Chief Da Villain,Artist,0011I00000YGjP7QAL,0011I00000YGjP7,,Chief Da Villain,,,,
Lil House Phone,Artist,0011I00000YGjWDQA1,0011I00000YGjWD,176943,Lil House Phone,,,,
Laura Brehm,Artist,0011I00000YGx4bQAD,0011I00000YGx4b,160256,Laura Brehm,,,,
Pitt ThaKiD,Artist,0011I00000YGyo4QAD,0011I00000YGyo4,159205,Pitt ThaKiD,,,,
Duke & Jones,Artist,0011I00000YHIddQAH,0011I00000YHIdd,158801,Duke & Jones,,Jacob  Gitt,Jacob,Gitt
Xuitcasecity,Band,0011I00000YHaaTQAT,0011I00000YHaaT,158494,Xuitcasecity,,Cameron Burwell &  Michael Gomes,,
Emanise Pierre,Artist,0011I00000YHft1QAD,0011I00000YHft1,,Emanise Pierre,,,,
Crystalize,Artist,0011I00000YHuv8QAD,0011I00000YHuv8,140925,Crystalize,,,,
Steven Goff,Artist,0011I00000YHvhwQAD,0011I00000YHvhw,,Steven Goff,,,,
Speaker Bangerz,Artist,0011I00000YI7itQAD,0011I00000YI7it,159111,Speaker Bangerz,,,,
Vicky Corbacho,Artist,0011I00000YI8bAQAT,0011I00000YI8bA,158866,Vicky Corbacho,,,,
BTR Chris,Artist,0011I00000YI8dMQAT,0011I00000YI8dM,158881,BTR Chris,,,,
SHA SMOAK,Artist,0011I00000YIDF8QAP,0011I00000YIDF8,279892,SHA SMOAK,,,,
LVRN (Love Renaissance),Artist,0011I00000YIVGTQA5,0011I00000YIVGT,,LVRN (Love Renaissance),,,,
D.R.A.M.,Artist,0011I00000YIVYMQA5,0011I00000YIVYM,,D.R.A.M.,,,,
6lack,Artist,0011I00000YIVYgQAP,0011I00000YIVYg,,6lack,,,,
Summer Walker,Artist,0011I00000YIVYvQAP,0011I00000YIVYv,84441,Summer Walker,,,,
YG Entertainment,Artist,0011I00000YIWP8QAP,0011I00000YIWP8,,YG Entertainment,,,,
Ralfy the Plug,Artist,0011I00000YIWamQAH,0011I00000YIWam,160255,Ralfy the Plug,,,,
Kiwi,Artist,0011I00000YIXFxQAP,0011I00000YIXFx,161990,Kiwi,,,,
Luke Christopher,Artist,0011I00000YIfkHQAT,0011I00000YIfkH,153561,Luke Christopher,,,,
So Low,Artist,0011I00000YIgNlQAL,0011I00000YIgNl,168036,So Low,,,,
BeatPusher,Artist,0011I00000YJXiJQAX,0011I00000YJXiJ,,BeatPusher,,,,
Conner Snow,Writer,0011I00000YVY8sQAH,0011I00000YVY8s,159656,Conner Snow,,Conner Snow,CONNER,SNOW
Hood Loco,Artist,0011I00000YVpqYQAT,0011I00000YVpqY,159655,Hood Loco,,,,
Yung Bae,Artist,0011I00000YVq3UQAT,0011I00000YVq3U,159662,Yung Bae,,,,
Harvey Stripes,Artist,0011I00000YVqQIQA1,0011I00000YVqQI,160297,Harvey Stripes,,,,
Kannibalen Records,Record Label,0011I00000YVwOpQAL,0011I00000YVwOp,227835,,Kannibalen Records,,,
DWN2EARTH,Artist,0011I00000YVz6jQAD,0011I00000YVz6j,,DWN2EARTH,,,,
Young Bull,Artist,0011I00000ZWjbRQAT,0011I00000ZWjbR,174833,Young Bull,,,,
Waterwippinevan,Artist,0011I00000ZWoiuQAD,0011I00000ZWoiu,161560,Waterwippinevan,,,,
Rizzy Robb,Artist,0011I00000ZWotGQAT,0011I00000ZWotG,215039,Rizzy Robb,,,,
Marcelo,Artist,0011I00000ZWpOiQAL,0011I00000ZWpOi,,Marcelo,,,,
Annalé,Artist,0011I00000ZX8uFQAT,0011I00000ZX8uF,164173,Annalé,,,,
Andy Love,Artist,0011I00000ZXI18QAH,0011I00000ZXI18,169398,Andy Love,,Andrew Nicholas Love,,
Darci Beats LLC,Artist,0011I00000ZXJGoQAP,0011I00000ZXJGo,161936,Darci Beats LLC,,,,
Splitbreed,Artist,0011I00000ZXKqOQAX,0011I00000ZXKqO,,Splitbreed,,,,
Cardi B,Artist,0011I00000Zk9u1QAB,0011I00000Zk9u1,,Cardi B,,,,
Eddy Faulkner,Artist,0011I00000ZkTa0QAF,0011I00000ZkTa0,160508,Eddy Faulkner,,,,
Bronco,Artist,0011I00000ZkTsAQAV,0011I00000ZkTsA,204750,Bronco,,,,
Nikita,Artist,0011I00000ZkTu2QAF,0011I00000ZkTu2,,Nikita,,,,
Drew Mac,Artist,0011I00000ZkTwZQAV,0011I00000ZkTwZ,,Drew Mac,,,,
"Frudy, LLC",Artist,0011I00000ZkbtMQAR,0011I00000ZkbtM,,"Frudy, LLC",,,,
Tarik Azzouz,Artist,0011I00000ZkfiHQAR,0011I00000ZkfiH,160646,Tarik Azzouz,,,,
Brown Shuga LLC,Artist,0011I00000ZknbeQAB,0011I00000Zknbe,163343,Brown Shuga LLC,,,,
GITAA,Artist,0011I00000ZkoEPQAZ,0011I00000ZkoEP,160615,GITAA,,,,
Donny Loc,Artist,0011I00000Zl1dbQAB,0011I00000Zl1db,314778,Donny Loc,,,,
Rasssy,Artist,0011I00000Zl1fKQAR,0011I00000Zl1fK,166924,Rasssy,,,,
RILAN,Artist,0011I00000ZllNUQAZ,0011I00000ZllNU,183119,RILAN,,,,
Johnny Rose,Artist,0011I00000ZluRsQAJ,0011I00000ZluRs,,Johnny Rose,,,,
Wengie / WRAYA,Artist,0011I00000ZluVLQAZ,0011I00000ZluVL,170168,Wengie / WRAYA,,,,
LB,Producer,0011I00000Zlw9vQAB,0011I00000Zlw9v,161554,LB,,Luke Beasley,,
Eddy Baker,Artist,0011I00000ZlwDGQAZ,0011I00000ZlwDG,143511,Eddy Baker,,,,
No Limit Fiend,Artist,0011I00000ZlwGFQAZ,0011I00000ZlwGF,,No Limit Fiend,,,,
FredOnEm,Artist,0011I00000ZlwK9QAJ,0011I00000ZlwK9,,FredOnEm,,,,
Flexatelli,Artist,0011I00000ZlxDiQAJ,0011I00000ZlxDi,161937,Flexatelli,,,,
Reo Wilson,Artist,0011I00000Zm50lQAB,0011I00000Zm50l,162841,Reo Wilson,,,,
Yung Garzi,Artist,0011I00000Zo4snQAB,0011I00000Zo4sn,163647,Yung Garzi,,,,
Greazzy,Artist,0011I00000Zo4vvQAB,0011I00000Zo4vv,169609,Greazzy,,,,
Heroic,Agency,0011I00000Zo9x9QAB,0011I00000Zo9x9,,,,,,
bitbird,Artist,0011I00000Zo9yCQAR,0011I00000Zo9yC,"190286, 228458",bitbird,,,,
CGE,Artist,0011I00000b7oalQAA,0011I00000b7oal,79785,CGE,All Out Entertainment,,,
Nino Man,Artist,0011I00000b7spwQAA,0011I00000b7spw,155831,Nino Man,,,,
Ted Kurie,Artist,0011I00000b7u0yQAA,0011I00000b7u0y,,Ted Kurie,,,,
BSM,Artist,0011I00000b84yeQAA,0011I00000b84ye,293580,BSM,,,,
RNE LM Beats,Artist,0011I00000b8qYaQAI,0011I00000b8qYa,163007,RNE LM Beats,,,,
Ye Ali,Artist,0011I00000b9292QAA,0011I00000b9292,162953,Ye Ali,,Yusuf Ali El,,
M A E S T R O,Artist,0011I00000b9EZPQA2,0011I00000b9EZP,162140,M A E S T R O,,,,
Darren Ellis Smith,Writer,0011I00000b9OsrQAE,0011I00000b9Osr,167101,Darren Ellis Smith,,Darren Ellis Smith,DARREN,SMITH
"Infinity Times Infinity (IXI), LLC",Record Label,0011I00000b9OxbQAE,0011I00000b9Oxb,191452,,,,,
Vee Tha Rula,Artist,0011I00000b9gPfQAI,0011I00000b9gPf,163556,Vee Tha Rula,,,,
BootyChaaain,Artist,0011I00000b9hX5QAI,0011I00000b9hX5,,BootyChaaain,,,,
"Get Dough Records, Inc.",Division,0011I00000b9j9eQAA,0011I00000b9j9e,164257,,"Get Dough Records, Inc.",,,
Agnes Azria,Artist,0011I00000b9pxLQAQ,0011I00000b9pxL,,Agnes Azria,,,,
Mula Pugh,Artist,0011I00000b9rJzQAI,0011I00000b9rJz,168015,Mula Pugh,,,,
City Morgue,Artist,0011I00000bA3qTQAS,0011I00000bA3qT,176680,City Morgue,,,,
Chef Pasquale,Artist,0011I00000bA8oXQAS,0011I00000bA8oX,163567,Chef Pasquale,,,,
Matt Fuze,Artist,0011I00000cSYBBQA4,0011I00000cSYBB,169607,Matt Fuze,,,,
Raegan Beast,Artist,0011I00000cSYpyQAG,0011I00000cSYpy,,Raegan Beast,,,,
Sky KID,Artist,0011I00000cSkw8QAC,0011I00000cSkw8,182839,Sky KID,,,,
Moguai/Punx Records,Record Label,0011I00000cSkwcQAC,0011I00000cSkwc,,,,,,
Sangin Productions,Record Label,0011I00000cSmEWQA0,0011I00000cSmEW,167182,,,,,
Yunel Cruz,Artist,0011I00000cSmEnQAK,0011I00000cSmEn,166950,Yunel Cruz,,,,
Yung Beef,Artist,0011I00000cTq35QAC,0011I00000cTq35,179186,Yung Beef,,,,
Nova,Artist,0011I00000cTztdQAC,0011I00000cTztd,255094,Nova,,,,
Bryce Hall,Artist,0011I00000cU6Y6QAK,0011I00000cU6Y6,166408,Bryce Hall,,,,
Trevis,Artist,0011I00000cU7CnQAK,0011I00000cU7Cn,133809,Trevis,,,,
DotComNirvan,Artist,0011I00000cU7DiQAK,0011I00000cU7Di,193747,DotComNirvan,,Nirvan Sorooshian,,
"Mammoth Music Group Records (MMG), LLC",Artist,0011I00000cUNpPQAW,0011I00000cUNpP,,"Mammoth Music Group Records (MMG), LLC",,,,
SoDown,Artist,0011I00000cUO7WQAW,0011I00000cUO7W,,SoDown,,Ehren River Wright,,
Petho Burr,Artist,0011I00000cUQkqQAG,0011I00000cUQkq,166410,Petho Burr,,,,
Navin,Artist,0011I00000cUQmYQAW,0011I00000cUQmY,167579,Navin,,,,
Ali Stone,Artist,0011I00000cUckeQAC,0011I00000cUcke,168150,Ali Stone,,Alicia Gómez,,
Ambrxse,Artist,0011I00000cUdA5QAK,0011I00000cUdA5,168153,Ambrxse,,,,
BBNO$,Management,0011I00000cVA5mQAG,0011I00000cVA5m,166805,BBNO$,bbno music inc.,Alexander Gumuchian,,
So Loki,Artist,0011I00000cVA6rQAG,0011I00000cVA6r,166904,So Loki,,,,
Q Money,Artist,0011I00000cVAhKQAW,0011I00000cVAhK,184640,Q Money,,,,
Big Korey,Artist,0011I00000cVfBVQA0,0011I00000cVfBV,174838,Big Korey,,,,
WYO CHI,Artist,0011I00000dDfCuQAK,0011I00000dDfCu,167328,WYO CHI,,,,
Ambition,Artist,0011I00000dE0BZQA0,0011I00000dE0BZ,167388,Ambition,,,,
Shake & Bake,Artist,0011I00000dELDBQA4,0011I00000dELDB,182680,Shake & Bake,,,,
Asa2Times,Artist,0011I00000dELKuQAO,0011I00000dELKu,182679,Asa2Times,,,,
deadmau5,Management,0011I00000dEU81QAG,0011I00000dEU81,,deadmau5,EpicWin Ltd.,,Emily,Hall
OHNO,Artist,0011I00000dEU8XQAW,0011I00000dEU8X,190516,OHNO,,,,
Lil Zay Osama,Artist,0011I00000dEqiSQAS,0011I00000dEqiS,171042,Lil Zay Osama,,Isaiah Dukes,,
sonn,Artist,0011I00000dExjnQAC,0011I00000dExjn,133786,sonn,,,,
Sommer Ray,Artist,0011I00000gJdx8QAC,0011I00000gJdx8,,Sommer Ray,,,,
Rei Brown LLC c/o RSA Three,Record Label,0011I00000gJe0IQAS,0011I00000gJe0I,168037,Rei Brown,Rei Brown LLC c/o RSA Three,Ray Brown,,
MANI,Artist,0011I00000gJe2cQAC,0011I00000gJe2c,,MANI,,,,
G6,Artist,0011I00000gJvkgQAC,0011I00000gJvkg,168047,G6,,,,
JoJo,Artist,0011I00000gK1PnQAK,0011I00000gK1Pn,,JoJo,,,,
Big Music Management,Artist,0011I00000gK906QAC,0011I00000gK906,,Big Music Management,,,,
L'Gado,Artist,0011I00000gK9bdQAC,0011I00000gK9bd,169117,L'Gado,,,,
JohnAtom,Artist,0011I00000gKRWEQA4,0011I00000gKRWE,249406,JohnAtom,,,,
Korantemaa,Artist,0011I00000gKTJpQAO,0011I00000gKTJp,,Korantemaa,,,,
Kissie Lee,Artist,0011I00000gKTOoQAO,0011I00000gKTOo,168958,Kissie Lee,,,,
Tiffany Day,Artist,0011I00000gKiP3QAK,0011I00000gKiP3,273685,Tiffany Day,,,,
Toxicアニメ,Artist,0011I00000gKu5XQAS,0011I00000gKu5X,134321,Toxic???,,,,
Goldfish,Artist,0011I00000gKujTQAS,0011I00000gKujT,173236,Goldfish,,,,
Number K Company,Publisher,0011I00000gLRhkQAG,0011I00000gLRhk,176812,,,,,
A Plus Filmz,Artist,0011I00000gLTH4QAO,0011I00000gLTH4,170229,A Plus Filmz,,,,
XXXTENTACION,Artist,0011I00000gLTbcQAG,0011I00000gLTbc,102970,XXXTENTACION,,,,
JAG,Artist,0011I00000gLTdlQAG,0011I00000gLTdl,172006,JAG,,,,
Platinum Music Group,Artist,0011I00000gLTegQAG,0011I00000gLTeg,"184712, 375508",Platinum Music Group,Platinum Music Group,,,
Breana Marin,Artist,0011I00000hat2FQAQ,0011I00000hat2F,154495,Breana Marin,,,,
CalenRaps,Artist,0011I00000hopbtQAA,0011I00000hopbt,301749,CalenRaps,,Calen Christian Harty,,
Bounce United,Artist,0011I00000hoyHhQAI,0011I00000hoyHh,,Bounce United,,,,
Rubirosa,Artist,0011I00000hp0ggQAA,0011I00000hp0gg,171380,Rubirosa,,,,
PartsUnknown,Artist,0011I00000hpA3KQAU,0011I00000hpA3K,170390,PartsUnknown,,,,
The Hemispheres,Artist,0011I00000hpAuQQAU,0011I00000hpAuQ,169634,The Hemispheres,,,,
Trap Party,Artist,0011I00000hpHwMQAU,0011I00000hpHwM,167708,Trap Party,,,,
Fat Trel,Artist,0011I00000hpKW8QAM,0011I00000hpKW8,96631,Fat Trel,,Martrel Reeves,,
Futuristic,Artist,0011I00000hpLakQAE,0011I00000hpLak,170406,Futuristic,,,,
Helion,Artist,0011I00000hpTaIQAU,0011I00000hpTaI,176592,Helion,,,,
RJ Lamont,Artist,0011I00000hpYZBQA2,0011I00000hpYZB,176719,RJ Lamont,,,,
Avalanche Global Entertainment,Artist,0011I00000hpZTOQA2,0011I00000hpZTO,179152,Avalanche Global Entertainment,,,,
IT Sinatras,Artist,0011I00000hpdtdQAA,0011I00000hpdtd,175985,IT Sinatras,,Jamar Stanley,,
Kyla Imani,Other,0011I00000hpdtxQAA,0011I00000hpdtx,145700,Kyla Imani,"NorthStar Business Enterprises, LLC",Kyla Imani McMillan,,
Insomniac Events,Record Label,0011I00000ikEGoQAM,0011I00000ikEGo,,,,,,
Devontee,Artist,0011I00000ikETnQAM,0011I00000ikETn,,Devontee,,,,
Lexi Jayde,Artist,0011I00000ikFqPQAU,0011I00000ikFqP,128599,Lexi Jayde,,,,
Pedroo,Artist,0011I00000ikGAAQA2,0011I00000ikGAA,171384,Pedroo,,,,
Mymixtapez,Artist,0011I00000ikMKqQAM,0011I00000ikMKq,143500,Mymixtapez,,,,
Sound M.O.B.,Artist,0011I00000ilnFfQAI,0011I00000ilnFf,133787,Sound M.O.B.,,,,
Da Baby,Artist,0011I00000im21kQAA,0011I00000im21k,218878,Da Baby,,,,
Bass United,Artist,0011I00000im8bzQAA,0011I00000im8bz,133622,Bass United,,,,
Chiddy Bang,Artist,0011I00000imJ1YQAU,0011I00000imJ1Y,176614,Chiddy Bang,,,,
Timor Dei,Record Label,0011I00000imWQ6QAM,0011I00000imWQ6,213475,,,,,
Soldier Kidd,Artist,0011I00000imX47QAE,0011I00000imX47,190129,Soldier Kidd,,,,
Michael Finch,Artist,0011I00000imdFqQAI,0011I00000imdFq,173767,Michael Finch,,,,
Atomic Otro Way,Artist,0011I00000imdtxQAA,0011I00000imdtx,185484,Atomic Otro Way,,,,
Vaughn Pierre,Artist,0011I00000imnjhQAA,0011I00000imnjh,,VPAbove,,,,
1TakeJay,Artist,0011I00000imnoFQAQ,0011I00000imnoF,194420,1TakeJay,,,,
Isaac Flame,Artist,0011I00000imnpUQAQ,0011I00000imnpU,123845,Isaac Flame,,,,
Never Say Die Records,Record Label,0011I00000imoG3QAI,0011I00000imoG3,198098,,Never Say Die Records,,,
DG Media LLC,Artist,0011I00000imovfQAA,0011I00000imovf,172670,DG Media LLC,,,,
Dolo Tonight,Artist,0011I00000imvPVQAY,0011I00000imvPV,179199,Dolo Tonight,,,,
Lil Gray,Artist,0011I00000imvo8QAA,0011I00000imvo8,172574,Lil Gray,,,,
Jack Harlow,Artist,0011I00000in2tMQAQ,0011I00000in2tM,279313,Jack Harlow,,,,
Silento,Artist,0011I00000inHMoQAM,0011I00000inHMo,133781,Silento,,,,
Jadah Blue,Artist,0011I00000inHOaQAM,0011I00000inHOa,191992,Jadah Blue,,,,
Right Hand Music Group,Record Label,0011I00000kG2WRQA0,0011I00000kG2WR,199352,,Right Hand Music Group,,,
Icon South,Artist,0011I00000kGDlSQAW,0011I00000kGDlS,182568,Icon South,,,,
BadZach,Artist,0011I00000kGE3qQAG,0011I00000kGE3q,,BadZach,,,,
Sera Ryu,Artist,0011I00000kGME6QAO,0011I00000kGME6,177324,Sera Ryu,,,,
Sik World,Artist,0011I00000kGMS8QAO,0011I00000kGMS8,177494,Sik World,,Jonathon Quiles,,
Popeska,Artist,0011I00000kGMShQAO,0011I00000kGMSh,90737,Popeska,Crafthause,Ralf Popescu,,
Nodis,Artist,0011I00000kGMVqQAO,0011I00000kGMVq,173354,Nodis,,,,
Foster,Artist,0011I00000kGXJgQAO,0011I00000kGXJg,,Foster,,,,
High Highs,Artist,0011I00000kGY7KQAW,0011I00000kGY7K,173838,High Highs,,,,
ROADMAN,Record Label,0011I00000kHE5tQAG,0011I00000kHE5t,183367,ROADMAN,,,,
Sledgren,Artist,0011I00000kHEF5QAO,0011I00000kHEF5,174990,Sledgren,,,,
Asian Agent LLC,Management,0011I00000kHq1mQAC,0011I00000kHq1m,130697,,Asian Agent LLC,,,
Fredo Bang,Management,0011I00000kHzu8QAC,0011I00000kHzu8,175918,Fredo Bang,Bang Biz Entertainment LLC,Fredrick Givens,,
11E1even Group,Record Label,0011I00000kI2GqQAK,0011I00000kI2Gq,,,,,,
Charlie Shuffler,Writer,0011I00000kI6wRQAS,0011I00000kI6wR,210685,Charlie Shuffler,,Charlie Shuffler,CHARLIE,SHUFFLER
Jimmy Wopo,Artist,0011I00000kI7ybQAC,0011I00000kI7yb,177492,Jimmy Wopo,,,,
Rojas,Artist,0011I00000kICNuQAO,0011I00000kICNu,,Rojas,,,,
Minka Records,Artist,0011I00000kICh3QAG,0011I00000kICh3,290056,Minka Records,,,,
Young Eiby,Artist,0011I00000kICizQAG,0011I00000kICiz,240039,Young Eiby,,,,
Malucci,Artist,0011I00000kICv0QAG,0011I00000kICv0,,Malucci,,,,
D11land,Artist,0011I00000kID3nQAG,0011I00000kID3n,191362,D11land,,,,
BillDaKid,Artist,0011I00000kIDMiQAO,0011I00000kIDMi,,BillDaKid,,,,
Bankroll Hayden,Artist,0011I00000kIDMxQAO,0011I00000kIDMx,,Bankroll Hayden,,,,
30 Glick,Artist,0011I00000kIMIUQA4,0011I00000kIMIU,176689,30 Glick,,,,
Jordan Godobe,Artist,0011I00000kIMIZQA4,0011I00000kIMIZ,180763,Jordan Godobe,,,,
INSOMNIAC LAMB$,Artist,0011I00000kIMOUQA4,0011I00000kIMOU,119887,INSOMNIAC LAMB$,,,,
Foolie,Artist,0011I00000kIY3yQAG,0011I00000kIY3y,176780,Foolie,,,,
Millz Marketing LLC,Artist,0011I00000kIZGbQAO,0011I00000kIZGb,88190,Millz Marketing LLC,,,,
YDG,Artist,0011I00000kIZfbQAG,0011I00000kIZfb,,YDG,,,,
Hekler,Artist,0011I00000kIZhIQAW,0011I00000kIZhI,176592,HEKLER,,Shaun Bacus,,
GLADEZ,Artist,0011I00000kIZi1QAG,0011I00000kIZi1,237942,GLADEZ,,Ronald Rich Paulo,,
CALCIUM,Artist,0011I00000kIZizQAG,0011I00000kIZiz,,CALCIUM,,,,
Never Say Die: Black Label,Artist,0011I00000lX1yEQAS,0011I00000lX1yE,304943,Never Say Die: Black Label,,,,
Zomboy,Artist,0011I00000lX1yTQAS,0011I00000lX1yT,419447,Zomboy,,Joshua Jenkin,,
Eptic,Artist,0011I00000lX1zRQAS,0011I00000lX1zR,"414454, 408458",Eptic,,Michael Bella,,
Trampa,Artist,0011I00000lX1zWQAS,0011I00000lX1zW,,Trampa,,,,
SKisM,Artist,0011I00000lX1zqQAC,0011I00000lX1zq,,SKisM,,,,
MUST DIE!,Artist,0011I00000lX20RQAS,0011I00000lX20R,235220,MUST DIE!,,Lee Bates,,
LAXX,Artist,0011I00000lX20WQAS,0011I00000lX20W,233129,LAXX,,James Churchill,,
501,Artist,0011I00000lX20lQAC,0011I00000lX20l,267366,501,,,,
Krimer,Artist,0011I00000lX20qQAC,0011I00000lX20q,,Krimer,,,,
Space Laces,Artist,0011I00000lX26bQAC,0011I00000lX26b,,Space Laces,,,,
Habstrakt,Artist,0011I00000lX2A1QAK,0011I00000lX2A1,284511,Habstrakt,,,,
Megalodon,Artist,0011I00000lX2B9QAK,0011I00000lX2B9,259775,Megalodon,,,,
